Rank,Title,Content
178,현명한 반도체 투자,"<현명한 반도체 투자> 광범위한 반도체 산업의 이론적인 디테일을 쉽게 풀어 반도체 소재·설계·장비 분야의 투자까지 연결할 수 있도록 도와주는 유일무이한 책 《현명한 반도체 투자》가 출간됐다. 전기전자공학을 전공하고 10년이 넘는 세월 동안 산업의 구별 없이 200개 이상의 기업에 대해 보텀업과 톱다운 분석을 꾸준히 진행해온 저자는 ‘문과생도 이해하는 첨단 산업’ 시리즈 강연을 통해 다진 내공을 아낌없이 이 책에 쏟아부었다.

공학도로서 반도체 산업에 대한 밑그림을 먼저 그리고, 투자자로서 갈고닦아온 날카로운 시각을 덧대어 반도체 투자에 익숙하지 않은 투자자들을 올바른 반도체 산업 투자의 길로 안내하고 있다. ‘컴퓨터와 스마트폰의 보급화로 시장이 충분히 성숙해졌고, 산업은 점차 둔화되어 더 이상의 성장 기회가 남지 않았다’는 반도체 산업에 대한 끊이지 않는 회의와 ‘반도체 산업은 장기 성장할 만한 산업인가, 안정적으로 장기 투자할 수 있는 산업인가’ 하는 의심을 이 책을 통해 제거하고자 했다.

《현명한 반도체 투자》에서는 ① 반도체의 기본 개념, ② 메모리반도체/비메모리반도체, ③ 팹리스, 파운드리, IDM, 디자인하우스, ④ 반도체 전공정, ⑤ 반도체 후공정 등 소재·장비·설계 대한 친절한 개념 설명에 각 사업을 영위하는 기업 분석까지 덧붙여 투자 판단에 도움이 된다. 또한 부록에 첨부된 소재·설계·장비 분야 기업에 대한 저자의 인사이트를 통해 독자는 다가온 기회 앞에서 차곡차곡 쌓은 지식과 흔들리지 않은 근거에 기반하여 반도체 투자에 관한 알맞을 답을 골라낼 수 있다."
179,어떻게 물리학을 사랑하지 않을 수 있을까?,"<어떻게 물리학을 사랑하지 않을 수 있을까?> 

✔ 물리학자이자 과학 커뮤니케이터 짐 알칼릴리가 작심하고 보여주는 물리학의 매력
✔ 물리학의 기쁨과 과학적 방법론에 대한 송가
✔ 현대 물리학의 3대 기둥 양자역학, 상대성이론, 열역학을 수식 없이 알려준다!

대중과 과학을 연결하는 과학 커뮤니케이터이자 서리대학교 이론물리학 교수가 물리학이라는 학문의 매력을 하나하나 짚어나가는 책이다. 마치 과학자 삼촌이 아무것도 모르는 조카에게 들려주듯 다정한 목소리로 자신이 평생 사랑해온 물리학의 세계를 차근차근 풀어놓는다. 
10대 때 물리학과 처음 사랑에 빠졌다는 짐 알칼릴리 교수는, 물리학 말고 이 세계를 설명하는 다른 대안은 없다고 단언한다. 물리학만이 이 세상을 가장 정확하게 이해하는 방법이라고 말하는 양자물리학자가 바라보는 세상은 과연 어떨까? 
저자는 복잡한 수식이나 알아들을 수 없는 전문용어를 사용하지 않고, ‘그가 사랑해 마지않는’ 물리학이 어떻게 이 세상의 근본과 원리를 규명하는지, 또 가장 최신의 물리학이 도달한 성취가 어디에 와 있는지 설명한다. 현대 물리학의 3대 기둥인 양자역학, 상대성이론, 열역학이 이뤄낸 물리학의 성과와 통합 및 통일의 이론까지 망라하지만, 비전공자도 이해할 수 있도록 쉬운 언어로, 그리고 그 기초부터 들려주니 과학책임에도 이상하게 술술 읽힌다.
저자가 말하는 물리학, 즉 과학의 아름다움은 언제라도 지금의 진리가 새로운 실험으로 바뀔 수 있다는 사실을 믿는다는 사실, 또한 그럼에도 불구하고 계속 나아가는 데 있다. 진정한 진보를 믿고 지식의 개방성을 수용하는 과학의 진정한 자세, 끝없이 실험으로 검증하며 나아가려는 과학자들의 모습을 소개하는 저자의 이야기에 귀 기울여보자. 대중과 과학의 소통을 진전시킨 공로자에게 수여하는 스티븐 호킹 메달의 초대 수상자인 저자의 이력과 매력이 문장마다 깃들어 있다. 물리학을 전혀 몰라도, 물리학을 사랑하지 않을 수 없는 것이다."
180,천 개의 파랑,"<천 개의 파랑> 소설가 최진영, 영화감독 민규동, 배우 손수현 추천!
우리 SF를 물들일 가장 따뜻한 색, 파랑
한국과학문학상 장편 대상 수상작 
천선란 『천 개의 파랑』

“무엇도 배제하지 않고 함께 나아가는 방법을 보여주는 따뜻하고 찬란한 소설을 만났다. 고맙고 벅차다.”
-최진영(소설가)

“부서지고 다친 작은 존재들의 끈질긴 연대 너머로만 엿볼 수 있는 촘촘한 기쁨이 파랑파랑 반짝인다.”
 -민규동(영화감독)

“빠르게 달리는 이동수단, 그 안에서 바라보는 바깥 풍경. 흐드러지는 얇고 가느다란 풀잎에 초점을 맞추기에는 너무 빠르고 가까워 쉽지 않다. 하지만 천선란 작가는 있는 힘껏 고개를 돌려 흐릿한 풀잎을 바라본다. 지나칠 수밖에 없을지라도, 있는 힘껏 미간을 찌푸린다.”
-손수현(배우)

‘한국과학문학상’의 또 다른 성취로 기억될 이름!
우리 SF가 품게 된 가장 따뜻한 물결, 천선란!


열일곱 살, 천선란은 무작정 소설가가 되고 싶다는 꿈을 안고 부모님의 허락 없이 예술고등학교 문예창작과에 진학한다. 소설을 쓸 수 있는 공간이라면 아주 작은 곳이라도 어디든지 발을 디뎠다. 잠시 소설 쓰기를 작파한 적도 있지만 ‘이야기를 쓰는 사람’이 되고 싶다는 열망은 뿌리칠 수 없었다. 그는 언제나 ‘작가’였다. 글을 쓰지 않을 때도 언제나 무언가를 상상했고, 이야기를 꿰고, 인물에게 숨을 불어넣고 있었기 때문이다. 천선란은 데뷔 전부터 브릿G, 환상문학웹진 거울 등 여러 플랫폼에 꾸준히 작품을 업로드하며 내실을 다져왔다. 소설가를 꿈꾸던 소녀는 10년 후, 한국과학문학상 장편 대상을 받으며 한국 SF계에서 가장 주목받는 총아가 된다. 
2019년 첫 장편소설 『무너진 다리』로 SF 팬들에게 눈도장을 찍었고, 2020년 7월, 소설집 『어떤 물질의 사랑』을 통해 우리 SF의 대세로 굳건히 자리 잡은 천선란. 2019년 한국과학문학상 장편 대상 수상작 『천 개의 파랑』은 이를 방증하듯 출간 전부터 많은 SF 팬들의 뜨거운 기대를 모았다.
『천 개의 파랑』은 한국과학문학상 심사위원 김보영에게 “천 개의 파랑이 가득한 듯한 환상적이고 우아한 소설”, “이미 활발하게 활동하고 있는 유명 작가의 작품이라 해도 믿을 법했다” 라는 찬사를 이끌어냈다. 이는 김창규 작가가 한국과학문학상 심사평에서 언급한 말과 맥을 같이 한다. “더 이상 좋은 한국 SF의 가능성’이란 얘기는 듣지 않아도 되겠다는 생각이 들어 기뻤다. 그만큼 SF를 충분히 소화하고 빚은 작품들이, 가능성을 넘어 다양한 길을 정하고 완성되고 있었다.” 천선란은 더 이상 SF의 가능성이 아니다. 그는 이미 완숙하게 무르익은 상태로 우리에게 도달한 ‘준비된 작가’다.
천선란은 어느 날 홀연히 우리에게 다가온 혜성 같은 빛이 아닌, 바위마저 뚫는 꾸준함으로 조금씩 스며든 물방울이다. 그 물방울들은 이제 하나로 모여 거대한 파랑波浪을 이룬다. 긴 습작의 시간으로 단련된 문학적 근육, 그 동력으로 지금 이 순간도 쉼 없이 쓰고 있는 작가. 이 성실함만으로도 천선란의 행보는 더할 나위 없이 미더운데, 그는 언제나 여기보다 더 먼 곳을, 더 넓은 곳을 응시하는 곧고 너른 시선까지 가지고 있다. 10년 동안 모인 작은 물방울들이 만들어낸 물결은 이제 막 밀려오기 시작했다. ‘이미 완성된 작가’ 천선란, 그의 이름은 한국과학문학상의 또 다른 성취로 기억될 것이다."
181,개정판 | 빅터 프랭클의 죽음의 수용소에서,"<개정판 | 빅터 프랭클의 죽음의 수용소에서> 20세기를 대표하는 사상가이자 정신 의학자인 빅터 프랭클의 자전적인 에세이. 나치 강제 수용소에서 겪은 참혹한 고통을 건조하고 담담한 시선으로 술회한다. 그리고 자신의 이러한 경험을 분석해 정신 치료 기법인 로고테라피를 정립하고, 이 기법을 통해 인간이 어떻게 고난을 극복하고 삶을 살아가야 하는지 방향을 제시한다. 인간다움이란 무엇인가, 삶의 의미란 무엇인가에 대해 심리학적으로 접근하며 읽는 이에게 깊은 감동을 전한다.


20세기를 증언하는 위대한 사상가의 기록
빅터 프랭클은 나치 강제 수용소에서의 경험을 토대로 정신 치료 기법인 로고테라피를 창안한 20세기 대표적인 사상가이다. 
유대인이었던 그는 제2차 세계 대전이 발발하면서 부모, 형제, 아내를 모두 나치 강제 수용소에서 잃었고, 그 자신도 강제 수용소로 끌려가 추위와 굶주림, 폭행 그리고 목숨을 잃을 수 있다는 극심한 공포에 시달렸다. 그러나 최악의 상황에서도 희망을 잃지 않고 삶의 의지를 되새기며 마침내 살아남았다.
무엇보다 놀라운 것은 죽음의 수용소에서 인간의 적나라한 악의를 목도하고 경험했으면서도 인간에 대해 따스한 마음과 희망적인 시각을 견지했다는 것이다. 온갖 비극적인 상황에서도 낙관적으로 대처하고 그리하여 곧 희망을 찾아내는 것이 어떻게 가능했을까? 어떤 절망에도 희망이, 어떤 존재에도 살아가는 의미가 있다고 이야기한 빅터 프랭클은 자신의 경험을 이성적으로 분석하고, 이를 바탕으로 정신 치료법 이론인 로고테라피를 창시한다. 


빅터 프랭클과 로고테라피
로고테라피(Logotherapy)는 ‘의미’를 뜻하는 그리스어 ‘로고스Logos'와 ’치료‘를 뜻하는 ’테라피therapy'가 합쳐진 것이다. ‘빈 제3정신 의학파’ 이론라고도 부르는 로고테라피는 삶의 의미를 찾으려고 기울이는 노력이야말로 인간이 살아가는 동력이라고 생각한다. 따라서 ‘의미를 찾고자 하는 의지’를 일깨우는 것, 인간이 스스로 삶의 의미를 대면하고 알아내도록 도와주는 기법이 로고테라피라고 할 수 있다. 
빅터 프랭클은 프로이트, 아들러 등이 주장한 기존 정신 의학의 여러 기법을 거부하지 않고, 그 위에 로고테라피를 더했다. 다른 치료법과 논쟁하거나 맞서지 않고, 이들과 유대를 맺으며 관대하게 흡수한다. 로고테라피의 유연함은 정신과 의사로서 여러 환자를 만난 경험, 강제 수용소를 직접 겪어 낸 빅터 프랭클 자신의 체험과 맞닿아 있다.


상상을 초월하는 최악의 순간, 용감하게 맞선 인간의 의지
이 책은 총 세 개의 장으로 구성됐다. <제1부 강제 수용소에서의 체험>에서는 강제 수용소에서 겪은 고통스럽고 참혹한 경험을 이야기한다. 직접 겪은 일이면서도 누구보다 건조하게 그러나 동료를 보는 시선은 누구보다 따뜻하게, 객관적이고 담담한 필치로 이야기를 풀어낸다. <제2부 로고테라피의 기본 개념>에서는 이 경험을 토대로 정립한 로고테라피를 소개하고, 저자가 정신과 의사로 일하면서 겪은 여러 예시를 통해 실생활에 어떤 식으로 적용할 수 있는지 설명한다. <제3부 비극 속에서의 낙관>에서는 로고테라피 이론의 핵심을 보충 설명하며, 인간의 의지와 삶의 희망에 대해 이야기한다.
이 책은 극한 상황에 처했던 보통 사람들의 이야기다. 이름 없는 모든 이들이 겪어야 했던 희생과 시련, 죽음에 관한 이야기다. 이 평범한 사람들의 이야기를 통해 우리는 왜 살아야 하는가, 어떻게 살아야 하는가 그 해답을 엿볼 수 있다."
182,트라우마 사전,"<트라우마 사전> 

이야기를 창작하는 모든 사람을 위한 책. 소설가, 영화·드라마 시나리오 작가, 웹툰, 웹 소설 작가 기성 작가는 물론 작가가 되고 싶은 이라면 누구에게나 도움을 주는 창작 바이블이다. 콘텐츠 과잉 시대에 어떻게 하면 자신의 이야기가 빛날 수 있을지, 생동감 있는 캐릭터를 선보일지 고민하는 작가들에게 《트라우마 사전》은 훌륭한 길잡이가 될 것이다.

이 책은 크게 두 부분으로 나누어 트라우마 연구법을 알려준다. 먼저 앞부분은 캐릭터의 트라우마에 대한 개괄적 내용이다. 트라우마를 다루는 작가의 정서적 건강을 위한 자기 관리법을 섬세하게 안내하고, 캐릭터의 트라우마란 무엇인지, 이에 대한 파악이 왜 중요한지 설득력 있게 풀어낸다.

뒷부분에서는 캐릭터가 겪을 수 있는 118가지의 트라우마 종류를 소개하고, 그로 인해 캐릭터가 겪는 감정과 행동은 물론, 상처를 악화시킬 만한 사건과 극복할 기회까지 주제별로 묶고 개념화했다. 친구의 배신부터 불치병, 가난과 테러까지 인간이 겪는 거의 모든 심리적 경험을 일목요연하게 다루고 있어, 작가들이 필요할 때마다 곁에 두고 캐릭터의 뼈대를 세우고 살을 붙이는 데 사용할 수 있도록 구성했다."
183,지적 대화를 위한 넓고 얕은 지식 1,"<지적 대화를 위한 넓고 얕은 지식 1> 

본문 일부

“여보게 A. 갑자기 옛날 생각이 나네그려. 우리가 고기가 먹고 싶을 때면 내가 맘모스도 유인하고 그랬었지. 말 나온 김에 옛정을 생각해서 곡식 좀 같이 먹지.” 
A는 B와 함께 도우며 생활했던 과거를 떠올렸고, B의 부탁을 거절할 수 없었다. A가 말했다.
“그래, 그때는 참 즐거웠지. 여기 곡식이 있네. 그런데 오늘 내가 조금 피곤하니 화장실 청소 좀 부탁하네.”
지시 관계가 발생했다. 이제 A는 지시할 수 있는 위치에, B는 지시에 따라야 하는 위치에 서게 된다. 다시 생각해보자. 어떻게 겉보기에 별로 다를 바 없는 A가 B에게 지시를 내릴 수 있게 되었는가? A가 가진 생산 물 때문이다. 그렇다면 A의 생산물은 어디서 온 것인가? A가 가진 생산수단에서 왔다. 즉, 생산수단을 소유하면 생산물을 소유하게 되고, 그 생산물을 이용해서 권력을 얻게 된다. 재미있는 일이다. 생산수단과 생산물은 단순한 물질이다. 그런데 그런 물질이 비물질적인 사회적 관계로서의 권력 관계를 발생시킨 것이다. 
-<원시 공산사회> 중에서

‘신’은 요청된다. 지배자는 신을 부른다. 신이 진짜로 응답을 하거나 말거나 그건 중요하지 않다. 신이 진짜 있는지 없는지의 문제는 지배자의 관심사가 아니다. 지배자 자신이 부를 수 있는 ‘신’이라는 언어만 있으면 된다. 왜냐하면 신은 지배자가 사회를 지배할 권리를 부여하기 때문이다. 독단적으로 지배하고자 하는 욕망을 지닌 자일수록, 그의 신앙은 절실해 보인다.
-<고대 노예제사회> 중에서

부르주아가 왕을 거부하기 위해서는 왕의 권위를 정당화해주는 신부터 극복해야 했다. 다시 말해, 신의 역할을 대신해줄 만한 무엇인가를 찾아야 했다. 결론부터 말하자면, 부르주아는 인간의 ‘이성’으로 신의 역할을 완벽하게 대체했다. 이성은 신이 독점했던 두 가지 역할을 충분히 대신할 수 있었다. 우선 이성은 현실적 물음에 답을 준다. 우리는 진화의 과정을 거쳐 여기에 왔으며, 다른 생물종들과 다르지 않은 생물학적인 존재다. 우리가 땅에 발 딛고 사는 것은 중력이라는 힘 때문이고, 힘은 질량과 가속도의 곱으로 표현할 수 있다. 이 중력은 만유인력의 다른 표현인데, 만유인력은 우주 전체의 작동 원리다. 이렇게 이성은 신을 배제하고도 현실의 모든 것을 설명해줄 수 있었다. 다음으로 이성은 인간의 사후에 대해서도 설명한다. 사후 세계는 존재하지 않는다. 우리는 의식과 정신에 대해 말할 수는 있어도 영혼에 대해 말할 수는 없다. 사후 세계를 말하는 것은 경험적 근거가 없는 비과학적인 태도이고, 종교의 환상에 젖어 있는 망상일 뿐이다. 영혼도 사후도 없다. 죽음은 신체 기능의 정지 외에 아무것도 아니다. 
결국 부르주아는 왕을 정당화하는 신을 대신해 자신들을 정당화해주는 이성을 성공적으로 세계에 입성시켰다.  -<중세 봉건제사회> 중에서

‘국가’는 요청된다. 국가라는 개념은 신의 개념과 마찬가지로 지배체제를 정당화하는 역할을 수행한다. 그리고 특히 ‘애국’에 대해 강요함으로써 지배자들을 편리하게 한다. 그래서 애국은 국가 차원에서 장려되고 교육된다. 애국자와 국가유공자에 대한 보상과 기념 절차에 국가 차원의 지원이 이루어지고, 사회는 이들을 지칭하는 어휘를 검열하고 교정한다. 반대로 애국과 거리가 먼 사람들에게는 공공연한 정치・사회적 압력이 가해지고, 이들을 지칭하는 어휘에는 거칠고 모욕적이며 배타적인 언어들이 허용된다. 
그러나 국가에 대한 요청은 자본주의만의 특징은 아니다. 신을 요청할 수 없는 모든 지배 권력은 애국을 장려한다. 합리적인 교육을 받은 사람이라면, 혹은 지적 대화를 하고자 하는 사람이라면, 신과 국가에 대해 객관적으로 생각해볼 필요가 있다. 여기서 신과 국가에 대해 객관적으로 사고한다는 것이 이들의 존재를 부정해야 함을 의미하는 것은 아니다. 신과 국가의 객관적인 의미를 초월해서 사회・정치적으로 과장되고 포장된 의미가 나에게 강요되고 있었던 것은 아닌지 신중히 살펴볼 필요가 있다.                                    -<냉전 시대> 중에서"
184,데일 카네기 인간관계론,"<데일 카네기 인간관계론> 사람의 마음을 사로잡는 가장 빠르고 확실한 방법!
데일 카네기가 전하는 성공하는 인간관계의 비밀

사람을 다루는 핵심 원리는 무엇일까? 
어떻게 하면 호감 가는 사람이 될 수 있을까? 
원하는 것을 얻어 내는 가장 효과적인 방법은 무엇일까?  

인간관계는 친구를 만들고 적을 만들지 않는 것에서 시작된다. 『데일 카네기 인간관계론』은 이런 인간관계의 핵심을 꿰뚫는다. ‘친구를 만들고, 사람을 설득하는 법’이라는 제목으로 1936년 처음 출간된 데일 카네기의 책은 80년 넘게 수많은 사람들에게 영향을 끼쳐 왔다. 이후에 나온 모든 자기 계발서들이 이 책의 영향을 받았다고 해도 과언이 아니다. 세계적인 투자자 워런 버핏의 인생을 바꾼 책이자, 누구나 꼭 읽어야 할 책이기도 하다. 『데일 카네기 인간관계론』은 가장 단순하고 실용적인 원칙들로 복잡한 인간관계에 대한 우리의 고민을 명쾌하게 해결해 준다. 
이 책은 1936년 출간된 초판을 완역해 원전의 맛을 살렸다. 데일 카네기가 그 당시 무엇을 보고 어떤 생각을 하며 이 책을 썼는지 이해할 수 있게 되는 셈이다. 카네기의 생생한 말과 함께 시대를 초월하고 지역을 뛰어넘은 세계적인 베스트셀러를 만나 보자."
185,"50 이후, 건강을 결정하는 7가지 습관","<50 이후, 건강을 결정하는 7가지 습관> 50 이후, 최적의 상태로 살아갈 준비를 하라

면역회복력에서 근력, 활력, 수면까지,
오늘 당장 바꿀 것부터 마음의 건강까지

어쩐지 몸이 예전 같지 않다면 이제, 나를 위해 바꾼다
중년 이후 건강의 새로운 법칙들

예전 같지 않게 머리가 잘 안 돌아가고, 몸이 부어 있고, 늘 몸이 좋지 않다고 느낀다. 이러면 우리는 바로 ‘나이가 들었다는 신호’라 생각한다. 하지만 이런 증상들은 나이 들면 당연히 찾아오는 것이 결코 아니다. 다만 늦기 전에 ‘조치를 취하고 생활방식을 바꾸라는 신호’일 뿐이다. 『50 이후, 건강을 지키는 7가지 습관New Rules of Aging Well』을 펴낸 기능의학?통합의료 전문가 프랭크 리프먼 박사는 중년을 맞은 사람들이 우선시할 것은 면역력과 전반적인 웰니스wellness(정신적·신체적·사회적 건강이 조화를 이루는 이상적인 상태)라고 얘기한다. 그리고 이를 위해 우리가 습관적으로 ‘정상적인 노화’라고 부르는 증상들을 뒤집을 수 있는 간단한 실천 프로그램을 제시한다. 그 목적은 단지 수명 연장이 아니라 살아가는 데 더 중요한 것, 곧 건강수명을 늘리는 것이다. 다시 말해, 삶의 질과 일상의 기분을 업그레이드하는 것이다."
186,"시선으로부터,","<시선으로부터,> “이 소설은 무엇보다 20세기를 살아낸 여자들에게 바치는 21세기의 사랑이다.”
한국문학이 당도한 올곧은 따스함, 정세랑 신작 장편소설

독창적인 목소리와 세계관으로 구축한 SF소설부터 우리 시대의 현실에 단단히 발 딛고 나아가는 이야기들까지, 폭넓은 작품 세계로 우리에게 늘 새로운 놀라움을 선사했던 정세랑. 작가의 동명 소설을 원작으로 제작되는 넷플릭스 드라마 <보건교사 안은영>(이경미 감독, 정유미 주연)과, SM에서 제작중인 케이팝 드라마 <일루미네이션>의 각본을 집필하며 활동 반경을 넓혀가고 있는 그가 장편소설 『시선으로부터,』로 돌아왔다. 『시선으로부터,』는 구상부터 완성까지 5년이 걸린 대작으로, 한국일보문학상을 수상한 『피프티 피플』 이후 4년 만에 내놓는 신작 장편소설이다. 『시선으로부터,』는 올해 3월 오픈한 웹진 <주간 문학동네>에서 3개월간 연재되었으며, <주간 문학동네> 연재 후 출간되는 첫 소설이기도 하다.

한국과 미국에 나뉘어 살고 있는 한 가족이 단 한 번뿐인 제사를 지내기 위해 하와이로 떠난다는 다소 엉뚱한 상황에서 출발하는 『시선으로부터,』는, 현대사의 비극과 이 시대 여성에게 가해지는 폭력, 세계의 부조리를 관통하며 나아간다. 미술가이자 작가이며 시대를 앞서간 어른이었던 심시선. 그녀가 두 번의 결혼으로 만들어낸 이 독특한 가계의 구성원들은 하와이에서 그녀를 기리며 각자 자신만의 방식으로 성장해나간다. 정세랑이 ‘작가의 말’에서 “이 소설은 무엇보다 20세기를 살아낸 여자들에게 바치는 21세기의 사랑이다”라고 밝힌 것처럼, 『시선으로부터,』는 한 시대의 여성들에 대한 올곧고 따스한 시선으로부터 비롯된 작품이다. 데뷔 10년, 장르를 넘나들며 다양한 방식으로 이야기를 펼쳐내면서도 우리를 단 한 번도 실망시킨 적이 없는 그가, 사랑스러운 소설을 쓰는 작가에서 이제는 사랑을 행사하는 작가가 되어 우리에게 돌아왔다."
187,시크릿,"<시크릿> 역사상 수많은 사람들이 ‘위대한 비밀’을 찾아 헤맸고, 이 ‘비밀’은 구전과 문학과 종교와 철학에서 단편적으로 전수되었다. 플라톤, 레오나르도 다 빈치, 아인슈타인 등 역사상 위대했던 모든 사상가와 과학자, 개척자와 창조자들도 이 오래된 비밀을 알고 있었다. 이제 최초로 ‘비밀’의 모든 조각을 하나로 묶어, 당신의 인생을 뒤바꿀 마법 같은 법칙을 공개한다. 
이 책에서 독자는 돈, 건강, 인간관계, 행복 등 인생의 모든 면에서 ‘비밀’을 활용하는 법을 배울 것이다. 내면에 잠재되어 숨겨진 힘을 이해하기 시작할 터이고, 그리하여 모든 측면에서 기쁨을 발견하게 되리라. 
이 책에는 잭 캔필드<영혼을 위한 닭고기 수프>, 존 그레이<화성에서 온 남자 금성에서 온 여자>처럼 ‘비밀’을 활용해 건강과 부와 행복을 거머쥔 현대의 대가들에게서 얻은 지혜가 담겨 있다. 그들은 이 책에 담긴 지식을 적용하여 질병을 내쫓고, 막대한 부를 쌓고, 장애물을 극복하고, 불가능하다 여길 만한 일을 성취한 멋진 이야기들을 들려줄 것이다. 

끌어당김의 법칙 
왜 전 세계 인구의 1퍼센트밖에 안 되는 사람들이 전 세계 돈의 96퍼센트를 벌어들인다고 생각하는가? 이 책의 저자는 그것이 우연이 아니라고 말한다. 그 사람들의 마음을 지배한 생각은 ‘부’였고, ‘부’에 대한 이들의 생각이 그 사람들에게 부를 끌어당겼다는 것이다. 이것이 바로 끌어당김의 법칙이 적용된 사례다. 
끌어당김의 법칙이 작용한 또 다른 사례로 대단한 부자였던 어떤 사람이 돈을 다 날리고도 다시 단기간에 막대한 부를 축적해낸 경우가 제시된다. 애초에 부자가 됐을 때도 바로 그 방법을 썼을 터. 그러고 나서 돈을 잃어버리면 어쩌나 하는 두려움이 마음속에 들어오게 되었고, 시간이 흘러 그 두려움이 마음에 가득해졌다. ‘부’를 생각하는 쪽에서 ‘손실’을 생각하는 쪽으로 옮겨가서, 결국 실제로 잃어버리고 만 것이다. 하지만 다 잃고 나자 더 이상 잃어버린다는 두려움이 없어지게 되었고, 다시 ‘부’를 생각하는 쪽으로 기울어졌다. 그들은 그렇게 해서 부를 되찾았다. 

간절히 원하면 이루어진다 
이 책에서 말하고자 하는 것은 긍정적인 생각과 간절한 믿음이 만났을 때 강력한 힘을 발휘한다는 것이다. 미래의 삶을 창조하는 원동력이 ‘당신’ 안에 있다는 믿음은 원하는 것을 실제로 이루어지게 하는 창조력을 지닌다. 
이 강력한 법칙의 힘은 잘못된 사례들을 생각해보면 더 쉽게 이해된다. ‘난 안돼’ ‘난 할 수 없어’라는 부정적인 생각은 결국 그 사람이 원하지 않던 일을 끌어당기는 셈이다. 누구라도 일이 계속 꼬이는 상황이나 시기를 보낸 적이 있을 것이다. 이런 연쇄반응은 당신이 인식했든 못했든, 고작 생각 하나에서 비롯된 것이다. 나쁜 생각 하나가 그와 같은 생각을 더 끌어당기고, 거기에 갇혀서 결국 나쁜 일이 벌어지고 만 것이다. 

소원을 이루는 법칙 
이 책의 저자는 우리 내면의 숨겨진 힘을 잘 활용하면, 우리가 원하는 것들을 이룰 수 있다고 말한다. 소망을 이루는 법칙은 세 단계로 구분된다. ‘원하기, 믿기, 받기’가 그것이다. 이 단계를 이해할 수 있는 쉬운 예로 ‘체중 줄이기’가 언급된다. 
이 책의 저자는 사람들이 다이어트에 실패하는 이유는, 누군가 과체중일 경우 그 사람이 인식하든 못하든 스스로 ‘살찌는 생각’을 했기 때문이라고 말한다. 몸무게 줄이기에 초점을 맞추기 때문에 필연적으로 계속 몸무게를 줄여야 하는 상황이 발생한다는 것이다. 이 책의 저자는 ‘몸무게를 줄여야 해’라는 생각에 집중하지 말고 ‘날씬해지는 생각’에 초점을 맞추라고 말한다. 먼저 자신이 원하는 몸무게를 정한 후, 그리고 자신이 이미 완벽한 몸무게에 이른 것처럼 믿고, 그 멋진 느낌을 머리에서 그리고 받으라는 것이다. 

소원을 이루는 강력한 도구 
원하는 것을 이루기 위해 우리가 쉽게 적용할 수 있는 두 가지 방법이 소개된다. 첫 번째는 ‘감사하기’다. 예를 들어 감사해야 할 일들의 목록을 작성하면, 목록을 작성하기 전에는 자신에게 부족한 점들이나 불평이나 문제에 초점을 맞추다가도, 작성하고 나면 다른 방향으로 가게 된다. 즉 사고방식도 긍정적인 방향으로 바뀌기 시작한다. 지금 있는 것들에 감사하라. 고마운 모든 일에 대해 생각해 보면 놀랍게도 감사해야 할 일들이 끊임없이 꼬리를 물고 이어질 것이다. 
두 번째 도구인 ‘그림 그리기’는 그림을 그리듯 생각을 강력하게 집중하는 것이다. 마음속에서 원하는 것을 얻는 모습을 그릴 때 그것이 이미 당신에게 있다는 생각과 느낌을 발생시키고, 이 것은 생각을 현실에 실현시키는 강력한 힘을 발휘한다는 것이다. 발명가와 그들의 발명품을 생각해보라. 라이트 형제와 비행기, 조지 이스트먼과 필름, 토머스 에디슨과 전구, 알렉산더 그레이엄 벨과 전화기. 어떤 것이 발명되거나 창조된 유일한 원인은 누군가가 마음속에 그림을 그렸기 때문이다. 

이제 당신은 과거의 당신이 아니다 
이것은 당신의 삶이고, 당신이 자신을 발견해주기를 기다려 왔다. 지금까지 당신은 삶이 힘겹고 전쟁 같다고 생각했을지 모른다. 그래서 ‘끌어당김의 법칙’에 따라서 힘들고 전쟁 같은 삶을 경험했을 것이다. 지금부터 우주에 소리쳐라. “인생은 정말 쉬워! 정말 멋져! 온갖 좋은 일이 일어난다구!” 
당신의 내면 깊은 곳에는 당신이 발견해주기를 기다리는 진실이 있다. 그 진실은 바로 이것이다. “당신은 삶이 선사하는 모든 좋은 것을 누릴 자격이 있다.” 당신은 이를 본능적으로 안다. 좋은 일이 없을 때면 끔찍하다고 느끼지 않던가. 우리는 모든 좋은 것을 누릴 권리가 있다. 당신은 당신 자신의 창조자이고, 끌어당김의 법칙은 원하는 것을 창조하게 해주는 멋진 도구다. 마법 같은 삶의 무대에 온 근사한 당신, 환영한다! 

* 비밀을 배우면서, 원하는 것은 무엇이든 될 수 있고, 얻을 수 있고, 할 수 있다는 점을 알게 되리라. 진실로 웅대한 삶이 자신을 기다린다는 사실을 알게 되리라. - ‘들어가는 말’에서 

* 내 삶의 모든 성공은 ‘비밀’을 적용하는 법을 안 덕분이었다 - 잭 캔필드"
